0x71013c12a0,"MicInput"
0x7101400b79,"NVN_DEVICE_INFO_MAX_TEXTURE_LEVELS"
0x7101400b9c,"NVN_DEVICE_INFO_SHADER_SCRATCH_MEMORY_COMPUTE_SCALE_FACTOR_MINIMUM"
0x7101400bdf,"NVN_DEVICE_INFO_MAX_BUFFER_TEXTURE_SIZE"
0x7101400c07,"NVN_DEVICE_INFO_SUPPORTS_ADVANCED_BLEND_MODES"
0x7101400c35,"RegisterUBO"
0x7101400c41,"cTextureFormat_BC7_SRGB"
0x7101400c59,"Min=-100, Max=%f"
0x7101400c6a,"DebugHeap"
0x7101400c74,"%f %f"
0x7101400c7a,"type"
0x7101400c7f,"string256"
0x7101400c89,"param_array"
0x7101400c95,"Zero3D"
0x7101400c9c,"Depth32_1"
0x7101400ca6,"dev_util"
0x7101400caf,"depth_visualize"
0x7101400cbf,"image_filter_blur"
0x7101400cd1,"dof_vignetting"
0x7101400ce0,"fxaa_luma"
0x7101400cea,"texture_compress_hq"
0x7101400cfe,"sky_postfx_sky"
0x7101400d0d,"cTexIndirect"
0x7101400d1a,"cTexPrev"
0x7101400d23,"BlendInfo"
0x7101400d2d,"cTexOffsetScale"
0x7101400d3d,"cAngleScale"
0x7101400d49,"cDstAlbedo"
0x7101400d54,"cHeightTexture"
0x7101400d63,"cParamCamera"
0x7101400d70,"sh"
0x7101400d73,"dynamic_mie_amplifier"
0x7101400d89,"cSunColor"
0x7101400d93,"#define %s %s"
0x7101400da1,"mf_root_param"
0x7101400daf,"拡大フィルター"
0x7101400dc5,"Min=-0, Max=10"
0x7101400dd4,"aglccr"
0x7101400ddb,"agl::lyr::Renderer::end"
0x7101400df3,"ghost_num"
0x7101400dfd,"chroma_distortion_scale"
0x7101400e15,"ghost_color_4"
0x7101400e23,"ghost_color_7"
0x7101400e31,"End Scale"
0x7101400e3b,"ftxb"
0x7101400e40,"refbuf_light"
0x7101400e4d,"far_enable"
0x7101400e58,"%s_range"
0x7101400e61,"temp_ofx.txt"
0x7101400e6e,"r32 uI"
0x7101400e75,"BC5 uN"
0x7101400e7c,"BC5 sN"
0x7101400e83,"画面外疑似遮蔽判定"
0x7101400e9f,"テクスチャ番号"
0x7101400eb5,"遮蔽率でスケール"
0x7101400ece,"IsEnableOctagon%d"
0x7101400ee0,"BaseAxis%d"
0x7101400eeb,"サイズを奥行で拡縮する場合の基準スケール"
0x7101400f28,"コア遮蔽率の扱い"
0x7101400f41,"Icon=CIRCLE_GREEN"
0x7101400f53,"cascade_num"
0x7101400f5f,"Frustum Near %d"
0x7101400f6f,"Min=-1, Max=4"
0x7101400f7d,"Scissor Margin"
0x7101400f8c,"デカールAOを使用"
0x7101400fa4,"staticShadowFarFadeStart"
0x7101400fbd,"LoopRandom"
0x7101400fc8,"CheckKeepButton"
0x7101400fd8,"color_blend_alpha_op"
0x7101400fed,"Execute"
0x7101400ff5,"Collision Director"
0x7101401008,"シャドウマスク[敵]"
0x7101401023,"ディファード空"
0x7101401039,"中景[半透明]"
0x710140104b,"WaterDeferred"
0x7101401059,"CategoryName"
0x7101401066,"SpecularPower"
0x7101401074,"IsEnableCollisionCheck"
0x710140108b,"LengthChangeRate"
0x710140109c,"ReflectionReduceTypeLight"
0x71014010b6,"HitSensorDirector"
0x71014010c8,"CubeMap2UnitName"
0x71014010d9,"FarLOD"
0x71014010e0,"DrawClippingRadius"
0x71014010f3,"ライドン"
0x7101401100,"ActorHitReactionCtrl"
0x7101401115,"距離制限"
0x7101401122,"IsSyncAppear"
0x710140112f,"FallTime"
0x7101401138,"CourseSelectStationed"
0x710140114e,"Roughness"
0x7101401158,"cTexMtx"
0x7101401160,"[PartsModel] %s"
0x7101401170,"fovy0"
0x7101401176,"DisplayName"
0x7101401182,"PlacementTargetFile"
0x7101401196,"Min=-100000.f,Max=100000.f"
0x71014011b1,"CameraIndirect2OffsetVelocity"
0x71014011cf,"FollowCameraDistance"
0x71014011e4,"PasTransmittance"
0x71014011f5,"PasCopyInscatter1"
0x7101401207,"uSunSizeCos"
0x7101401213,"cApplyIrradiancePerFragment"
0x710140122f,"_u4"
0x7101401233,"モデルライト名"
0x7101401249,"2:縦線（土管）"
0x710140125e,"cSilhouetteCurve"
0x710140126f,"cDirectionalLightColor"
0x7101401286,"aglcube"
0x710140128e,"DefaultParam.baglamp"
0x71014012a3,"Only Edge"
0x71014012ad,"Strong Water"
0x71014012ba,"Player Obj"
0x71014012c5,"LutCurveData"
0x71014012d2,"幅"
0x71014012d6,"ShadowDampEnd"
0x71014012e4,"Min=64.0f, Max=1024.0f"
0x71014012fb,"IsIgnoreHide"
0x7101401308,"PlayerDecoration"
0x7101401319,"IsUsePadRumbleKeeper"
0x710140132e,"RadialBlurStartFrame"
0x7101401343,"IsPlessieTunnel"
0x7101401353,"OuterSpaceAmbLittle"
0x7101401367,"PoserName"
0x7101401371,"%s.bfgrp"
0x710140137a,"DontStopByBgmStopArea"
0x7101401390,"LineInfoList"
0x710140139d,"IsStartCurPosition"
0x71014013b0,"FadeFrameNum"
0x71014013bd,"UserInfoList"
0x71014013ca,"BgmSituationInfoList.byml"
0x71014013e4,"Island10"
0x71014013ed,"Ba13"
0x71014013f2,"CameraDistanceFar"
0x7101401404,"KeepInAirCancelStep"
0x7101401418,"Angle"
0x710140141e,"IsFollowLookAtPlayerY"
0x7101401434,"MoveLimitMax"
0x7101401441,"RotateRate2"
0x710140144d,"MoveLimitMaxForMulti"
0x7101401462,"IsAlwaysTopPlayerPrior"
0x7101401479,"MoveLimitMinY"
0x7101401487,"IsStartWhenCollideGround"
0x71014014a0,"Near Distance [no zoom]"
0x71014014b8,"[Test]Y3m"
0x71014014c2,"[Test]Y-2m"
0x71014014cd,"PlusX"
0x71014014d3,"EaseOut"
0x71014014db,"ボス戦カメラ"
0x71014014ee,"カート"
0x71014014f8,"FollowRate"
0x7101401503,"ClippingAreaViewArea"
0x7101401518,"Deferred Shadow Mask Player"
0x7101401534,"EmitCamera"
0x710140153f,"EmitRatio"
0x7101401549,"コマンド１"
0x7101401559,"nintendo_NTLG_DB_002_Switch_50px.bffnt"
0x7101401580,"Fig_2"
0x7101401586,"Fig_4"
0x710140158c,"FORCE_ROOT"
0x7101401597,"Caustics3D1ch"
0x71014015a5,"EDGE_TYPE"
0x71014015af,"ContoursDraw"
0x71014015bc,"PostProcessingFilterPreset"
0x71014015d7,"Min=0, Max=15"
0x71014015e5,"白枠を描画する距離(遠)"
0x7101401606,"IndirectTexScale"
0x7101401617,"IS_USE_CANVAS_TEX"
0x7101401629,"uNoiseParam"
0x7101401635,"LightSpcColor"
0x7101401643,"alEdgeEffect"
0x7101401650,"IsDrawCRTDisplay"
0x7101401661,"IsDrawSTNDisplay"
0x7101401672,"WidthScale"
0x710140167d,"STNLineScale"
0x710140168a,"uBaseColor"
0x7101401695,"uVignettingParam2"
0x71014016a7,"BGM"
0x71014016ab,"FusedGain"
0x71014016b5,"SeSyCoinWithDelay"
0x71014016c7,"UseTimeTotal"
0x71014016d4,"BalanceTruckBreakArea"
0x71014016ea,"IgnoreForceDashArea"
0x71014016fe,"LaserSafeArea"
0x710140170c,"ViewCtrlArea"
0x7101401719,"SwitchDamageFirstOn"
0x710140172d,"回転終了"
0x710140173a,"MoveEndRight"
0x7101401747,"ShellAttack"
0x7101401753,"ArmL"
0x7101401758,"PgTrampledShell"
0x7101401768,"Air"
0x710140176c,"SkyDisaster"
0x7101401778,"HrBlockingHitLastJr"
0x710140178c,"SuperBowserLaserTipSoundActor"
0x71014017aa,"PgShellWheelDashStart"
0x71014017c0,"NoAction"
0x71014017c9,"ゲートキーパー用デモ開始状態"
0x71014017f4,"DemoBattleChaseEndLv1"
0x710140180a,"State[火を吐く]"
0x710140181e,"WarpJumpStart02"
0x710140182e,"WarpJumpStart03"
0x710140183e,"WristR"
0x7101401845,"DemoEndKoopa"
0x7101401852,"真クッパ(Powブロック守り)"
0x7101401876,"KoopaFireBall"
0x7101401884,"LandWaitTime"
0x7101401891,"キュッポン弾グループ"
0x71014018b0,"PlayerRestartPos"
0x71014018c1,"Brake"
0x71014018c7,"壁反射"
0x71014018d1,"AttackHit"
0x71014018db,"Plessie Chase Out Of Range Area Offset Right Z"
0x710140190a,"LaserPlayerOnly"
0x710140191a,"PgFlyEnd"
0x7101401923,"DisasterLaserPlessieChaseFinalAttackV2"
0x710140194a,"Laser Light Source Y Offset"
0x7101401966,"Charge Frames"
0x7101401974,"Follow Offset Normal (In global up direction)"
0x71014019a2,"Rev Spin Max Speed Frame"
0x71014019bb,"RaiseOverTime"
0x71014019c9,"AttackTentacleStart"
0x71014019dd,"PgAppearAgain"
0x71014019eb,"テンタックLv3：本体Lv2"
0x7101401a0a,"IsSpare"
0x7101401a12,"Stiff"
0x7101401a18,"StiffEnd"
0x7101401a21,"TentackTentacleDamageDead"
0x7101401a3b,"Simple Parallel"
0x7101401a4b,"Tower"
0x7101401a51,"IsInvalidWaterAutoCtrlAngleV"
0x7101401a6e,"SwitchTriggerEffectOn"
0x7101401a84,"Brigade1_Greyed"
0x7101401a94,"LoadingLayout"
0x7101401aa2,"BlockBrick"
0x7101401aad,"コース選択コイン[コース選択透明コイン出現後]"
0x7101401aef,"グリーンスターロック解除用"
0x7101401b17,"CourseSelectDokanHide"
0x7101401b2d,"ClearWait"
0x7101401b37,"MiniatureLockCastleW7"
0x7101401b4d,"BackInverse"
0x7101401b59,"コース選択ロケット[着陸地点]"
0x7101401b83,"CourseSelect%s"
0x7101401b92,"AfterEndingEvent"
0x7101401ba3,"２Ｄ"
0x7101401baa,"Map"
0x7101401bae,"２Ｄ（ポーズ無視）"
0x7101401bca,"エンディング後デモ"
0x7101401be6,"MessageOpenEtc"
0x7101401bf5,"ParentalLock"
0x7101401c02,"RequireOnGround"
0x7101401c12,"GigaBellCutscene_Phase1"
0x7101401c2a,"GigaBellCutscene_Phase3"
0x7101401c42,"KoopaW7Demo01"
0x7101401c50,"DemoWipeFadeBlack"
0x7101401c62,"DemoEffectObj"
0x7101401c70,"RouletteRoom"
0x7101401c7d,"TrampledCountDown"
0x7101401c8f,"NoLaunch"
0x7101401c98,"Bounce"
0x7101401c9f,"BoomerangBrosBoomerang"
0x7101401cb6,"GatherLoop"
0x7101401cc1,"Find"
0x7101401cc6,"BossBunretsuCore"
0x7101401cd7,"AttackWait"
0x7101401ce2,"TowerAttackSecond"
0x7101401cf4,"AttackSuccessCoverd"
0x7101401d08,"BlowEnd"
0x7101401d10,"StayBack"
0x7101401d19,"DataFile"
0x7101401d22,"Speed"
0x7101401d28,"Infinite"
0x7101401d31,"FlyChase"
0x7101401d3a,"マグナムキラー"
0x7101401d50,"BlowLand"
0x7101401d59,"Kuribon"
0x7101401d61,"[state]レール移動"
0x7101401d78,"LavaInOut"
0x7101401d82,"Spine3"
0x7101401d89,"Moamoa"
0x7101401d90,"モアモア"
0x7101401d9d,"[state]逃げ回り"
0x7101401db1,"ScaleUpTime"
0x7101401dbd,"IsUpSideDown"
0x7101401dca,"BeamLife"
0x7101401dd3,"ジャンプ"
0x7101401de0,"TraceIce"
0x7101401de9,"IsGenerateShoes"
0x7101401df9,"PgMoveCurve"
0x7101401e05,"PgHoldStart"
0x7101401e11,"タコボー弾"
0x7101401e21,"RenderIndirect"
0x7101401e30,"HipDropDown"
0x7101401e3c,"Tumble"
0x7101401e43,"Base"
0x7101401e48,"GiveStar"
0x7101401e51,"ゴーストディレクター"
0x7101401e70,"ActivateArea"
0x7101401e7d,"DummyShadowMario"
0x7101401e8e,"InkBlob"
0x7101401e96,"CourseSelectMenuHeader"
0x7101401ead,"SetSubHeader_%s"
0x7101401ebd,"SetSubHeaderAnimation"
0x7101401ed3,"Tray_Appear"
0x7101401edf,"ParItem_5"
0x7101401ee9,"Horizontal"
0x7101401ef4,"UserNameplate"
0x7101401f02,"Logo_SingleMode"
0x7101401f12,"RotateStamp_Handheld"
0x7101401f27,"PgHit"
0x7101401f2d,"SpikeShadowFadeWaitTime"
0x7101401f45,"SpikeShakeStrength"
0x7101401f58,"TorpedoSpikeMinDistanceFromBowserBigRamp3"
0x7101401f82,"ScenarioBannerHide"
0x7101401f95,"ButtonTextScrollParts"
0x7101401fab,"OtherActions%d"
0x7101401fba,"DualJoy"
0x7101401fc2,"コース選択レイアウト"
0x7101401fe1,"TxtCounterCoin"
0x7101401ff0,"CopyFile1"
0x7101401ffa,"GuideGoal"
0x7101402004,"ShowWarpMessage"
0x7101402014,"icon_NEW"
0x710140201d,"PicPatch_Island9Top"
0x7101402031,"PgWarp"
0x7101402038,"TxtGreenStarMoreBase"
0x710140204d,"W7"
0x7101402050,"Controller"
0x710140205b,"End_SaveFile"
0x7101402068,"ChangeControls"
0x7101402077,"PlayAppearInWipe"
0x7101402088,"RemoconNum%d"
0x7101402095,"PlayerEntryTurn"
0x71014020a5,"PauseMenuMap"
0x71014020b2,"RCS_ControlGuide_Gen"
0x71014020c7,"SetScreenPlayed"
0x71014020d7,"StaffRollFin"
0x71014020e4,"プレイ状態"
0x71014020f4,"キャラ選択状態"
0x710140210a,"ベストタイム"
0x710140211d,"    I++"
0x7101402125,"Cgm "
0x710140212a,"undef jmp_5c"
0x7101402137,"undef adc_7f"
0x7101402144,"BCS %02X      "
0x7101402153,"undef sbc_f2"
0x7101402160,"BindWarpNoTrail"
0x7101402170,"BindWarpLuigi"
0x710140217e,"[state]カメレオンヒップドロップ反応"
0x71014021b0,"IsPlacedDarkStageBoxCoin"
0x71014021c9,"Dash"
0x71014021ce,"RotateEnd"
0x71014021d8,"ExplodeDash"
0x71014021e4,"FlyWaitDash"
0x71014021f0,"FireShake"
0x71014021fa,"CollectItem"
0x7101402206,"survive_rate"
0x7101402213,"IsBgmMute"
0x710140221d,"雲ボーナス大砲バインド操作"
0x7101402245,"吹き出しコインリスト"
0x7101402264,"Length"
0x710140226b,"DelayPerCoin"
0x7101402278,"UsingOccludedEffect"
0x710140228c,"SplatterPlotter"
0x710140229c,"TRANSITIONING..."
0x71014022ad,"BeforeDisasterKoopaShort"
0x71014022c6,"MoveDelay"
0x71014022d0,"DisasterSpikeTipStepHide"
0x71014022e9,"DisasterSpike2_5M"
0x71014022fb,"%sSM"
0x7101402300,"SwitchWarpOn"
0x710140230d,"SwitchObjCameraOn"
0x710140231f,"DrcAssist"
0x7101402329,"ProjectionLight"
0x7101402339,"AvoidDist"
0x7101402343,"JumpTree"
0x710140234c,"フリップパネルパーツ"
0x710140236b,"FlowerDandelion"
0x710140237b,"Rosetta"
0x7101402383,"GeneratorBoxChild"
0x7101402395,"ビックリボックス本体[空ブロック]"
0x71014023c5,"GigaGetDemo"
0x71014023d1,"LockCountIncrement"
0x71014023e4,"Path Default Move Time"
0x71014023fb,"Camera 2 Play Time"
0x710140240e,"SlideDistance"
0x710140241c,"CounterSlot"
0x7101402428,"SplashCoinEnd"
0x7101402436,"ExitTgtOffsetY"
0x7101402445,"Bind1"
0x710140244b,"ゴールポール旗"
0x7101402461,"FallY"
0x7101402467,"GraphicsAreaObjIdTo"
0x710140247b,"Wait_02"
0x7101402483,"UnlockScenarioID"
0x7101402494,"デモ開始位置"
0x71014024a7,"自動消滅[%s]"
0x71014024b8,"KoopaFireBallGenerator"
0x71014024cf,"GraffitiID"
0x71014024da,"KoopaSignBoardBreak"
0x71014024ee,"Arm"
0x71014024f2,"衝突"
0x71014024f9,"SearchDistanceDown"
0x710140250c,"LighthouseFlagPoleHide"
0x7101402523,"CatShineShineBrightInk"
0x710140253a,"PhaseColor"
0x7101402545,"トゲバー"
0x7101402552,"StartHit"
0x710140255b,"FoamTileSize"
0x7101402568,"Water Reflections"
0x710140257a,"InkEdge"
0x7101402582,"WaterIndirect"
0x7101402590,"OneSideStepChameleon4x4M"
0x71014025a9,"PgOnShort"
0x71014025b3,"PaintDoremiPhase3"
0x71014025c5,"PgRelease"
0x71014025cf,"IsValidClipping"
0x71014025df,"CollectItemEmpty"
0x71014025f0,"SignBoardWood"
0x71014025fe,"SystemAtmosphereDemo"
0x7101402613,"GyroControlsGuide_BowserJr_DualJoycons"
0x710140263c,"Spot"
0x7101402641,"GoalPoleFake"
0x710140264e,"キノコ好きなクリボー"
0x710140266d,"体の着ぐるみ"
0x7101402680,"TimerCoin"
0x710140268a,"SwitchBase"
0x7101402695,"IsTrapezeSwing"
0x71014026a4,"SensorBottomOffsetY"
0x71014026b8,"CoinInfo"
0x71014026c1,"AppearOffsetY"
0x71014026cf,"Puppet4"
0x71014026d7,"ワープキューブ"
0x71014026ed,"OnlyTop"
0x71014026f5,"IsSetTraceModel"
0x7101402705,"Rank%02d"
0x710140270e,"ピカチュー"
0x710140271e,"ルーヒー"
0x710140272b,"ishioka"
0x7101402733,"Neko"
0x7101402738,"WaitSit01"
0x7101402742,"Purr"
0x7101402747,"PlayerRegular"
0x7101402755,"DemoModel_%s"
0x7101402762,"ウサギ反転ステート"
0x710140277e,"cDepthShadowType"
0x710140278f,"GigaDashSign"
0x710140279c,"TailAttackSquatGround"
0x71014027b2,"LandGiga"
0x71014027bb,"GigaJumpBack"
0x71014027c8,"JumpHeavy"
0x71014027d2,"PgKinotanFallLand"
0x71014027e4,"KnockDown"
0x71014027ee,"AddInkOneTime"
0x71014027fc,"HipDropKnockDown"
0x710140280d,"BlockPunchedJump"
0x710140281e,"HrGetGreenStar"
0x710140282d,"MeCooporateHipDrop"
0x7101402840,"ScreenPoint"
0x710140284c,"まねきネコベル[アイテムストック]"
0x710140287c,"GigaRunMiniL"
0x7101402889,"投げる高さ"
0x7101402899,"DashPanelTimer"
0x71014028a8,"JumpExtensionGravityRate"
0x71014028c1,"JumpAccelFrame"
0x71014028d0,"HipDropStartAnimRate"
0x71014028e5,"WallClimbMaxSpeed"
0x71014028f7,"RollingNoBrakeFrame"
0x710140290b,"RollingBrakeRate"
0x710140291c,"RollingAttackJumpPow"
0x7101402931,"StandSwimRiseSpeedMax"
0x7101402947,"StandSwimHorizontalFloorDashAccel"
0x7101402969,"SwimSurfaceTiltMaxDegree"
0x7101402982,"SwimSurfaceClimbAnimationRate"
0x71014029a0,"SwimSurfaceSpringForSurfaceSwim"
0x71014029c0,"StatueLandFrame"
0x71014029d0,"SlideMaxSpeed"
0x71014029de,"SpinAttackInterval"
0x71014029f1,"SkateJumpPowLow"
0x7101402a01,"GigaLongJumpFastGravity"
0x7101402a19,"GigaSquatJumpBackPow"
0x7101402a2e,"GigaSpinJumpPow"
0x7101402a3e,"Player:CourseSelect"
0x7101402a52,"GoalItemGet1"
0x7101402a5f,"PlayerDie"
0x7101402a69,"スカート"
0x7101402a76,"GiantMoveDash"
0x7101402a84,"キノピオ探検隊G"
0x7101402a9b,"enemy_name"
0x7101402aa6,"end_disaster"
0x7101402ab3,"AirBrake"
0x7101402abc,"出現後着地"
0x7101402acc,"DrcCameraScene"
0x7101402adb,"CoinCourseSelect"
0x7101402aec,"CourseSelectRhythmObject"
0x7101402b05,"CourseSelectWall"
0x7101402b16,"DokanWorldWarp"
0x7101402b25,"FixMapParts"
0x7101402b31,"Gamane"
0x7101402b38,"KaronWing"
0x7101402b42,"Kyuppon"
0x7101402b4a,"StageStartEventCamera"
0x7101402b60,"SyumockRotate"
0x7101402b6e,"TeresaWall"
0x7101402b79,"TrampleSwitchGoalItem"
0x7101402b8f,"PgGet3"
0x7101402b96,"コインx1[飛出し出現]"
0x7101402bb3,"ファイアフラワー[強制出現]"
0x7101402bda,"UpdateLevelData"
0x7101402bea,"監視オブジェ"
0x7101402bfd,"TitleDemo01Stage"
0x7101402c0e,"HeadMiss"
0x7101402c17,"WindowConfirmProcessing_Copy"
0x7101402c34,"Stationed[Shared]"
0x7101402c46,"%02x%02x%02x%02x-%02x%02x-%02x%02x-%02x%02x-%02x%02x%02x%02x%02x%02x"
0x7101402c8b,"boss_1"
0x7101402c92,"スライディングアタックヒット"
0x7101402cbd,"スピンアタックヒット"
0x7101402cdc,"nn::atk::detail::TaskThread"
0x7101402cf8,"nvnWindowBuilderGetNumActiveTextures"
0x7101402d1d,"nvnTextureBuilderSetSize2D"
0x7101402d38,"nvnTextureGetTarget"
0x7101402d4c,"nvnSamplerBuilderSetBorderColor"
0x7101402d6c,"nvnSamplerBuilderGetBorderColori"
0x7101402d8d,"nvnBlendStateGetAdvancedNormalizedDst"
0x7101402db3,"nvnMultisampleStateSetCoverageModulationMode"
0x7101402de0,"nvnCommandBufferAddControlMemory"
0x7101402e01,"nvnCommandBufferBindStorageBuffer"
0x7101402e23,"nvnCommandBufferFenceSync"
0x7101402e3d,"nvnSyncCreateGLSync"
0x7101402e51,"nvnEventGetMemoryOffset"
0x7101402e69,"ArchiveShader"
0x7101402e77,"%s/%s/%s"
0x7101402e80,"  Random          WorkSize : %d \n"
0x7101402ea2,"vfx system deleted the registered binary. resource id : %d.\n"
0x7101402edf,"CustomAction Callback is not established. CustomActionID : %d\n"
0x7101402f1e,"sysRandomAttr"
0x7101402f2c,"sysPosBuff"
0x7101402f37,"sysCustomShaderCubeArraySampler0"
0x7101402f58,"Heap is not set in the argument of the resource destruction method."
0x7101402f9c,"EmitterPluginUserData is empty\n"
0x7101402fbc,"              Size: %llu\n"
0x7101402fd6,"JPja USen USes USfr EUen EUes EUfr EUde EUit"
0x7101403003,"0x%llx"
0x710140300a,"(%d, %d, %d, %d)"
0x710140301b,"CalculateTask"
0x7101403029," NaN"
0x710140302e,"+Inf"
0x7101403033,".+-Z"
0x7101403038,"         AreaStart: 0x%016llX\n"
0x7101403057,"cmp"
0x710140305b,"NVN_DEVICE_INFO_MEMORY_POOL_PAGE_SIZE"
0x7101403081,"NVN_DEVICE_INFO_SHADER_CODE_MEMORY_POOL_PADDING_SIZE"
0x71014030b6,"unititled"
0x71014030c0,"#define AGL_VERTEX_SHADER\n#define AGL_VARYING out\n"
0x71014030f3,"#define AGL_VERTEX_SHADER\n#define AGL_VARYING varying\nprecision highp float;\nprecision highp int;\nvec4 textureLod( sampler2D   sampler, vec2 coord, float lod ) { return texture2D( sampler, coord ); }\nvec4 textureLod( samplerCube sampler, vec3 coord, float lod ) { return textureCube( sampler, coord.xyz ); }\nvec4 textureLod( samplerCube sampler, vec4 coord, float lod ) { return textureCube( sampler, coord.xyz ); }\n"
0x7101403294,"agl::TextureData"
0x71014032a5,"cTextureFormat_R16_G16_float"
0x71014032c2,"cTextureFormat_R32_G32_uInt"
0x71014032de,"cTextureFormat_R32_G32_float"
0x71014032fb,"cTextureFormat_R32_G32_B32_A32_uInt"
0x710140331f,"agl::TextureSampler(copy)"
0x7101403339,"[%s] (%4dx%4d) size:%d [%s]"
0x7101403355,"Debug"
0x710140335b,"cDiffuseColor1"
0x710140336a,"uTextureColor_5"
0x710140337a,"cVelocityMapParam"
0x710140338c,"cTextureWidth"
0x710140339a,"cTextureIndex"
0x71014033a8,"cRadius"
0x71014033b0,"cThreshold"
0x71014033bb,"cNoSss"
0x71014033c2,"cBaseTexture"
0x71014033cf,"PC binary size:%d(byte)"
0x71014033e7,"static_rayleigh_base_height"
0x7101403403,"強さ（物理的なパラメータではありません）"
0x7101403440,"dynamic_color"
0x710140344e,"render_sun_size"
0x710140345e,"Min = 0.0, Max = 4.0"
0x7101403473,"cSizeBakedInscatter"
0x7101403487,"cGroundColor"
0x7101403494,"cNormalFogCoeff"
0x71014034a4,"cExposure"
0x71014034ae,"Mode = Small, IsEnable=%s"
0x71014034c8,"struct"
0x71014034cf,"aglmf"
0x71014034d5,"color_drift"
0x71014034e1,"MultiFilterColorDrift"
0x71014034f7,"レベル補正２"
0x710140350a,"%12d (%12d)"
0x7101403516,"ぼかし時の最小半径（0.1 px 単位）"
0x7101403545,"luminance_intensity"
0x7101403559,"shaft_"
0x7101403560,"Bloom"
0x7101403566,"%AGL_ROOT%/tools/temporary/"
0x7101403582,"SpotLight"
0x710140358c,"Min = %d, Max = %d, Mode = MinMaxLock"
0x71014035b2,"end"
0x71014035b6,"Enable vignette blur"
0x71014035cb,"DepthOfField"
0x71014035d8,"rg16 uI"
0x71014035e0,"EdgeScaleRate%d"
0x71014035f0,"ScrEdgeFlash"
0x71014035fd,"オブジェクト名"
0x7101403613,"cascade_near"
0x7101403620,"alloc_without_ctx"
0x7101403632,"ブラー回数"
0x7101403642,"静的デプスシャドウを使用"
0x7101403667,"静的シャドウ遠距離フェード開始位置"
0x710140369b,"_uncheck"
0x71014036a4,"HoverButton"
0x71014036b0,"is_use_prev_lerp_step"
0x71014036c6,"Shadow Mask"
0x71014036d2,"enable_xlu_zprepass"
0x71014036e6,"front"
0x71014036ec,"３Ｄ（撮影用）"
0x7101403702,"ClippingDirectorRequest"
0x710140371a,"撮影用[地形]"
0x710140372c,"ActorModelDrawDepthOnly"
0x7101403744,"%s.szs"
0x710140374b,"Min=0.f, Max=10000.f"
0x7101403760,"YFog"
0x7101403765,"FogColorGreen"
0x7101403773,"FogInterp"
0x710140377d,"YFogPlacementRelative"
0x7101403793,"FovyDegree"
0x710140379e,"Min=0.0f,Max=10.0f"
0x71014037b1,"NpcAvoid"
0x71014037ba,"InitActor"
0x71014037c4,"IsUseHostPlacementInfo"
0x71014037db,"WarpedMtxPartsModel"
0x71014037ef,"コンベア足場"
0x7101403802,"BoundRate"
0x710140380c,"IsCancelWithinWaitTime"
0x7101403823,"RotateWithSpeed"
0x7101403833,"MoveStart2"
0x710140383e,"RotateSoundScale"
0x710140384f,"RenderSilhouette"
0x7101403860,"%s: Color"
0x710140386a,"SkyTexMtxV"
0x7101403875,"マルチ時にぼけ開始深度を補間する"
0x71014038a6,"ObjectData/IndirectHeatShimmer"
0x71014038c5,"OblongSkateWheelBBossLod"
0x71014038de,"Arcs"
0x71014038e3,"aglatmos"
0x71014038ec,"uInscatter"
0x71014038f7,"_u6"
0x71014038fb,"Tree Special Obj"
0x710140390c,"Wide"
0x7101403911,"Min=1,Max=90"
0x710140391e,"IsCalcClipVolume"
0x710140392f,"AddViewDepth"
0x710140393c,"IsExpandSizeByDesign"
0x7101403951,"agldptsdw"
0x710140395b,"MapObjAOSO"
0x7101403966,"EnemyIntensity"
0x7101403975,"ActionFlagCtrl"
0x7101403984,"RadialBlurBlurFrame"
0x7101403998,"%s: %lld\n"
0x71014039a2,"- %f\n"
0x71014039a8,"*\n*"
0x71014039ac,"子供スイッチOnエリアグループ"
0x71014039d6,"FadeInFrame"
0x71014039e2,"EffectInfoList"
0x71014039f1,"PitchDiff"
0x71014039fb,"ProcInfoList"
0x7101403a08,"SituationInfoList"
0x7101403a1a,"BgmPlayInfoList.byml"
0x7101403a2f,"IsPlayBySequenceBgm"
0x7101403a43,"Ba18"
0x7101403a48,"IsPosYLocked"
0x7101403a55,"IsTurnToVelocity"
0x7101403a66,"SettingParamDefault"
0x7101403a7a,"TargetPlayerHeightMin"
0x7101403a90,"IsNoNormalInterpole"
0x7101403aa4,"MoveLimitMinForMulti"
0x7101403ab9,"Super Close A[5m Fixed]"
0x7101403ad1,"[Test]Y4m"
0x7101403adb,"カメラ補間"
0x7101403aeb,"InterpoleParam"
0x7101403afa,"CameraStartParamArea"
0x7101403b0f,"InnerTowerCameraAxis"
0x7101403b24,"Deferred Shading Target"
0x7101403b3c,"ParticleScale"
0x7101403b4a,"EUru"
0x7101403b4f,"NoiseTexture::SnowCovered3D"
0x7101403b6b,"太線"
0x7101403b72,"深度エッジ境界値"
0x7101403b8b,"EdgePowerMin"
0x7101403b98,"Min=-1.f, Max=1.f"
0x7101403baa,"トゥーンステップ"
0x7101403bc3,"CanvasRepeat"
0x7101403bd0,"IndirectScale"
0x7101403bde,"ライト方向"
0x7101403bee,"TextureCoinAlb"
0x7101403bfd,"uMetalParams8"
0x7101403c0b,"uParams4"
0x7101403c14,"Min=0.01f, Max=1.f"
0x7101403c27,"CRTScanLineScale"
